Timestamp,Social_Impact,Gender,Age,Neighborhood,Occupation,MM_Usage_Duration,Heard_Scam,Victim,Nb_Times,Scam_Method,Other_Method,Amount_Lost_FCFA,Reported,Reported_To,Know_Detection,Info_Source,Need_Training,Suggestions
2025/07/25 4:59:19 PM UTC+1,Option 1,Female,53,"Ngaoundéré, ville",clothing business,Less than 1 year,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,40000,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,"Sometimes when you make the depot of a large sum, and a few minutes after you receive messages or calls, so I accuse the mobile Money Agent"
2025/07/25 5:00:39 PM UTC+1,Option 1,Male,43,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,I mean sometimes the agents are accomplices
2025/07/25 5:03:25 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:04:13 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,No awareness received,Yes,
2025/07/25 5:06:40 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,False transaction of a customer,,2000,Yes,A relative/friend,No,No awareness received,Yes,
2025/07/25 5:07:51 PM UTC+1,Option 1,Female,25,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 5:09:59 PM UTC+1,Option 1,Male,42,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:10:43 PM UTC+1,Option 1,Male,20,Dang,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 5:10:54 PM UTC+1,Option 1,Female,24,"Ngaoundéré, ville",Phone credit / money transfer,Less than 1 year,Yes,No,,,,,,,No,No awareness received,Yes,
2025/07/25 5:12:12 PM UTC+1,Option 1,Male,30,Dang,Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent,Yes,
2025/07/25 5:12:20 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,30000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:13:17 PM UTC+1,Option 1,Male,25,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Je ne sais pas,
2025/07/25 5:14:16 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/25 5:15:03 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:15:19 PM UTC+1,Option 1,Male,27,Dang,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,5000,Yes,Mobile operator,No,Mobile agent,Yes,Put a device in place to recover the money withdraw by the scammer.
2025/07/25 5:16:03 PM UTC+1,Option 1,Female,36,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:17:13 PM UTC+1,Option 1,Male,32,Carrefour Borongo,food business,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 5:17:24 PM UTC+1,Option 1,Female,33,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,False transaction of a customer,,3000,Yes,A relative/friend,No,Relatives / friends,Yes,
2025/07/25 5:18:41 PM UTC+1,Option 1,Female,42,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,10000,Yes,A relative/friend,Yes,No awareness received,Yes,
2025/07/25 5:19:13 PM UTC+1,Option 1,Female,29,Bini,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,Make any way possible to limit this kind of scam.
2025/07/25 5:20:16 PM UTC+1,Option 1,Female,22,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,False transaction of a customer,,15000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/07/25 5:21:21 PM UTC+1,Option 1,Female,27,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,No awareness received,Yes,
2025/07/25 5:22:17 PM UTC+1,Option 1,Male,29,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends,Je ne sais pas,
2025/07/25 5:22:42 PM UTC+1,Option 1,Female,24,Bini,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,17.500,Yes,A relative/friend,No,Relatives / friends,Yes,Have restrictions and limit access for withdrawals.
2025/07/25 5:22:55 PM UTC+1,Option 1,Male,28,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/25 5:24:34 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,2,Fake withdrawal or deposit message; False transaction of a customer,,0,No,,Yes,No awareness received,Yes,
2025/07/25 5:25:18 PM UTC+1,Option 1,Female,26,Bini,Other,More than 3 years,Yes,Yes,1,Reimbursement request for a supposedly erroneous transfer,,32.000,Yes,Mobile operator,No,Mobile agent;Relatives / friends,Yes,
2025/07/25 5:25:44 PM UTC+1,Option 1,Male,25,Manwi,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/25 5:26:26 PM UTC+1,Option 1,Female,26,Gadamabanga,clothing business,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 5:27:50 PM UTC+1,Option 1,Female,29,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 5:28:21 PM UTC+1,Option 1,Male,23,Bini,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,51.200,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,Take serious measures to solve this problem.
2025/07/25 5:28:46 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/25 5:29:32 PM UTC+1,Option 1,Female,29,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Je ne sais pas,
2025/07/25 5:29:55 PM UTC+1,Option 1,Male,27,Bini,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,
2025/07/25 5:30:30 PM UTC+1,Option 1,Female,42,"Ngaoundéré, ville",food business,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent,,0,No,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:32:12 PM UTC+1,Option 1,Male,28,Bini,clothing business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,Limit certain access in certain parameters
2025/07/25 5:32:20 PM UTC+1,Option 1,Female,42,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,20000,Yes,A relative/friend,Yes,Relatives / friends;No awareness received,Yes,You must never provide your account info
2025/07/25 5:33:33 PM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Other,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,You should never give your code
2025/07/25 5:34:38 PM UTC+1,Option 1,Male,29,Bini,clothing business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,14.000,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,Propose another mode of withdrawal of money in mobile accounts.
2025/07/25 5:34:47 PM UTC+1,Option 1,Female,47,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,25000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,Etre Juste prudent
2025/07/25 5:35:34 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 5:36:35 PM UTC+1,Option 1,Female,46,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,5000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:37:44 PM UTC+1,Option 1,Male,24,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,"Be careful, be careful"
2025/07/25 5:38:18 PM UTC+1,Option 1,Male,24,Bini,clothing business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,16.000,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,Propose methods for recovering money steal.
2025/07/25 5:38:42 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:39:25 PM UTC+1,Option 1,Male,29,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:40:05 PM UTC+1,Option 1,Male,22,Bini,food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent,Yes,Awareness of young people more about the possibility of scam
2025/07/25 5:40:42 PM UTC+1,Option 1,Male,27,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,Yes,1,False transaction of a customer,,10000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:42:59 PM UTC+1,Option 1,Female,20,Dang,food business,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,4.200,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,Develop methods to recover money flying
2025/07/25 5:44:35 PM UTC+1,Option 1,Male,52,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,40000,Yes,Mobile operator,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 5:45:29 PM UTC+1,Option 1,Male,21,Dang,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,21.900,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,Restriculate access to the network for certain transactions.
2025/07/25 5:45:50 PM UTC+1,Option 1,Female,55,"Ngaoundéré, ville",food business,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent,,4000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:47:15 PM UTC+1,Option 1,Female,60,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,100000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:47:24 PM UTC+1,Option 1,Female,23,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent,Yes,"In the event of a scam, blocked the number of the scammer."
2025/07/25 5:48:30 PM UTC+1,Option 1,Female,59,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,25000,No,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:48:43 PM UTC+1,Option 1,Female,25,Dang,clothing business,More than 3 years,Yes,No,,,,,,,No,Mobile agent,Yes,Find another way to withdraw money.
2025/07/25 5:48:49 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,False transaction of a customer,,20000,Yes,Mobile operator,No,Mobile agent;Relatives / friends,Yes,
2025/07/25 5:50:10 PM UTC+1,Option 1,Female,57,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,15000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,Always cautious
2025/07/25 5:50:38 PM UTC+1,Option 1,Male,27,Dang,food business,More than 3 years,Yes,No,,,,,,,No,Mobile agent,Yes,Allow customers to block the transaction.
2025/07/25 5:50:51 PM UTC+1,Option 1,Female,31,Manwi,clothing business,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 5:51:01 PM UTC+1,Option 1,Male,29,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 5:52:17 PM UTC+1,Option 1,Male,29,Dang,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Je ne sais pas,Talk to the population about scam attacks.
2025/07/25 5:52:27 PM UTC+1,Option 1,Male,26,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,2000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:53:07 PM UTC+1,Option 1,Male,22,"Ngaoundéré, ville",Phone credit / money transfer,1 to 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:53:35 PM UTC+1,Option 1,Male,31,Dang,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,Limit certain access to agents.
2025/07/25 5:54:02 PM UTC+1,Option 1,Male,26,Dang,Other,More than 3 years,Yes,Yes,4,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,18000,Yes,Mobile operator,Yes,Radio locale;Mobile agent;Other,Yes,
2025/07/25 5:54:56 PM UTC+1,Option 1,Male,52,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent,,20000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,Not give your codes
2025/07/25 5:55:50 PM UTC+1,Option 1,Male,32,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,No,,,,,,,No,No awareness received,Je ne sais pas,Etre prudent
2025/07/25 5:56:00 PM UTC+1,Option 1,Male,33,Carrefour Borongo,food business,More than 3 years,Yes,Yes,2,Fake withdrawal or deposit message; Reimbursement request for a supposedly erroneous transfer,,39.000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,Install strict security measures even inviolable by scammers.
2025/07/25 5:57:04 PM UTC+1,Option 1,Female,26,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,15000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 5:57:51 PM UTC+1,Option 1,Male,28,"Ngaoundéré, ville",Other,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends;No awareness received,Yes,
2025/07/25 5:58:51 PM UTC+1,Option 1,Female,37,Carrefour Borongo,food business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,29.100,Yes,A relative/friend,No,Relatives / friends;Other,Je ne sais pas,Put devices to protect customers.
2025/07/25 5:58:52 PM UTC+1,Option 1,Male,20,Bini,Other,Less than 1 year,Yes,Yes,1,Fake withdrawal or deposit message,Call of a stranger asking me for the contact details of my account for the account updates,5000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/07/25 5:59:10 PM UTC+1,Option 1,Female,19,"Ngaoundéré, ville",Other,1 to 3 years,No,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 6:00:15 PM UTC+1,Option 1,Male,23,"Ngaoundéré, ville",Other,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,15000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 6:01:08 PM UTC+1,Option 1,Male,28,Bini,food business,1 to 3 years,Yes,Yes,2,Fake withdrawal or deposit message; False transaction of a customer; Other,,12000,Yes,A relative/friend,Yes,Relatives / friends;Other,Yes,
2025/07/25 6:01:09 PM UTC+1,Option 1,Female,26,"Ngaoundéré, ville",food business,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,10000,Yes,A relative/friend,No,Relatives / friends;No awareness received,Yes,
2025/07/25 6:01:33 PM UTC+1,Option 1,Male,40,Carrefour Borongo,food business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,21.250,Yes,Mobile operator,Yes,Mobile agent;Relatives / friends,Je ne sais pas,Check the access of certain agents.
2025/07/25 6:04:26 PM UTC+1,Option 1,Female,18,"Ngaoundéré, ville",Other,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/25 6:04:45 PM UTC+1,Option 1,Male,35,Carrefour Borongo,food business,More than 3 years,Yes,Yes,2,Fake withdrawal or deposit message,,75.000,Yes,Mobile operator,No,Mobile agent,Yes,Find a solution to find the thief.
2025/07/25 6:05:29 PM UTC+1,Option 1,Male,29,Dang,Phone credit / money transfer,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,8500,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/25 6:06:02 PM UTC+1,Option 1,Male,42,"Ngaoundéré, ville",Phone credit / money transfer,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,50000,Yes,Mobile operator,Yes,Relatives / friends;No awareness received,Yes,Never give your code
2025/07/25 6:06:34 PM UTC+1,Option 1,Female,18,Dang,Other,1 to 3 years,No,No,,,,,,,No,Relatives / friends,Yes,Review the safety of the customer code.
2025/07/25 6:06:54 PM UTC+1,Option 1,Female,34,"Ngaoundéré, ville",food business,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 6:07:44 PM UTC+1,Option 1,Male,33,Dang,Other,1 to 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,4000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/07/25 6:09:30 PM UTC+1,Option 1,Male,40,Bini,food business,More than 3 years,Yes,Yes,2,Reimbursement request for a supposedly erroneous transfer; Other,,22500,Yes,Other,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/25 6:10:14 PM UTC+1,Option 1,Male,15,Manwi,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends,Yes,
2025/07/25 6:10:57 PM UTC+1,Option 1,Female,16,Dang,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 6:11:37 PM UTC+1,Option 1,Female,15,Dang,Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 6:12:31 PM UTC+1,Option 1,Male,17,Gadamabanga,Other,Less than 1 year,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Je ne sais pas,
2025/07/25 6:12:49 PM UTC+1,Option 1,Male,24,Bini,Other,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message; False transaction of a customer; Other,,10000,Yes,A relative/friend,Yes,Radio locale;Relatives / friends;Other,Yes,
2025/07/25 6:13:10 PM UTC+1,Option 1,Male,18,Bini,Other,More than 3 years,Yes,No,,,,,,,No,Relatives / friends;No awareness received,Yes,
2025/07/25 6:13:53 PM UTC+1,Option 1,Female,19,Gadamabanga,Other,Less than 1 year,No,No,,,,,,,Yes,Relatives / friends,Yes,
2025/07/25 6:16:15 PM UTC+1,Option 1,Male,23,Bini,Other,More than 3 years,Yes,Yes,2,Fake withdrawal or deposit message; Reimbursement request for a supposedly erroneous transfer,Call and contact on Facebook by a stranger who pretends to be a famous footballer,15000,Yes,Mobile operator,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/25 6:18:05 PM UTC+1,Option 1,Male,17,Carrefour Borongo,Other,1 to 3 years,Yes,No,,,,,,,No,Other,Yes,Block the scammer's account.
2025/07/25 6:19:34 PM UTC+1,Option 1,Male,25,Carrefour Borongo,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,Awareness of customers about scam techniques.
2025/07/25 6:23:32 PM UTC+1,Option 1,Male,26,Dang,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,15.000,No,,No,Relatives / friends,Yes,Ask customers to renew their secret withdrawal code at any time.
2025/07/25 6:26:25 PM UTC+1,Option 1,Male,21,Dang,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,7.000,Yes,A relative/friend,No,Relatives / friends,Yes,Make the accounts impossible by a thief.
2025/07/25 6:29:08 PM UTC+1,Option 1,Female,27,Carrefour Borongo,food business,More than 3 years,Yes,Yes,1,False transaction of a customer,,19.300,Yes,A relative/friend,No,Relatives / friends,Yes,Allow customers to secure their account well.
2025/07/25 6:31:23 PM UTC+1,Option 1,Female,25,Bini,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,37.300,Yes,A relative/friend,No,Relatives / friends,Yes,Allow agents to trace money.
2025/07/25 6:34:50 PM UTC+1,Option 1,Male,25,Bini,Other,More than 3 years,Yes,Yes,1,False transaction of a customer,,35.000,Yes,A relative/friend,Yes,Relatives / friends,Yes,Mobile agents must educate at any time.
2025/07/25 6:37:15 PM UTC+1,Option 1,Male,24,Bini,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent,,70.000,Yes,A relative/friend,Yes,Mobile agent,Yes,Take strict measures against these thieves.
2025/07/25 6:39:14 PM UTC+1,Option 1,Male,23,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends,Yes,Sensibiliser la population.
2025/07/25 6:40:49 PM UTC+1,Option 1,Male,23,Bini,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,Allow certain access to find the scammer.
2025/07/25 6:42:42 PM UTC+1,Option 1,Male,22,Dang,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Other,Yes,Close certain access to agents.
2025/07/25 6:44:40 PM UTC+1,Option 1,Female,30,Dang,food business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,Continue to make customers aware of scams.
2025/07/25 6:47:43 PM UTC+1,Option 1,Female,22,Dang,Other,1 to 3 years,Yes,Yes,1,Fake withdrawal or deposit message,,5.250,Yes,A relative/friend,No,Mobile agent;Relatives / friends,Yes,Put devices in place to stop these scammers.
2025/07/25 6:49:50 PM UTC+1,Option 1,Male,23,Dang,clothing business,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,Strengthen security measures.
2025/07/25 6:51:39 PM UTC+1,Option 1,Male,30,Dang,food business,More than 3 years,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,Restriculate access to the network to certain agents.
2025/07/25 7:22:53 PM UTC+1,Option 1,Female,35,Carrefour Borongo,clothing business,More than 3 years,Yes,No,,,,,,,No,Other,Yes,
2025/07/25 7:24:13 PM UTC+1,Option 1,Male,25,Manwi,clothing business,1 to 3 years,Yes,No,,,,,,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/25 7:32:19 PM UTC+1,Option 1,Male,21,Manwi,Other,1 to 3 years,Yes,No,,,,,,,Yes,Relatives / friends;No awareness received,Yes,
2025/07/25 7:32:40 PM UTC+1,Option 1,Male,27,Bini,Other,1 to 3 years,Yes,Yes,2,Fake withdrawal or deposit message,,25000,Yes,A relative/friend,Yes,Relatives / friends,Yes,Preserve personal information
2025/07/25 7:33:27 PM UTC+1,Option 1,Female,22,Gadamabanga,food business,1 to 3 years,No,No,,,,,,,Yes,Radio locale;Mobile agent,Yes,
2025/07/25 7:35:26 PM UTC+1,Option 1,Female,29,"Ngaoundéré, ville",Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message; False transaction of a customer,,10000,Yes,The police,No,Mobile agent,Yes,
2025/07/25 7:37:38 PM UTC+1,Option 1,Female,45,Dang,Other,More than 3 years,Yes,Yes,2,Fake withdrawal or deposit message; False transaction of a customer,,14000,Yes,The police,Yes,Mobile agent,Yes,
2025/07/25 7:42:18 PM UTC+1,Option 1,Female,39,Dang,Other,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message; False transaction of a customer,,8000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/07/26 11:50:08 AM UTC+1,Option 1,Male,30,Bini,clothing business,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent,Someone who pretends to be an agent of a famous requesting the withdrawal expenses for a lot that I won saying,20000,Yes,The police,Yes,Mobile agent;Other,Yes,
2025/07/26 11:52:04 AM UTC+1,Option 1,Male,36,Bini,Other,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message; False transaction of a customer,,14500,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends;Other,Yes,
2025/07/26 11:54:55 AM UTC+1,Option 1,Male,35,Bini,clothing business,More than 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,25000,Yes,A relative/friend,Yes,Mobile agent;Relatives / friends,Yes,It takes more visibility in the means of withdrawal or deposit via mobile money
2025/07/26 11:56:20 AM UTC+1,Option 1,Male,19,Manwi,Other,Less than 1 year,Yes,Yes,1,Call from a stranger pretending to be an agent,,5000,Yes,A relative/friend,Yes,Relatives / friends,Yes,
2025/07/26 11:57:34 AM UTC+1,Option 1,Male,27,Dang,Phone credit / money transfer,More than 3 years,Yes,Yes,3,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,13000,Yes,Mobile operator,Yes,Radio locale;Mobile agent,Yes,
2025/07/26 11:58:50 AM UTC+1,Option 1,Male,21,Bini,Other,1 to 3 years,Yes,Yes,1,Reimbursement request for a supposedly erroneous transfer,,11500,Yes,Mobile operator,Yes,Mobile agent;No awareness received,Yes,
2025/07/26 12:00:21 PM UTC+1,Option 1,Male,32,"Ngaoundéré, ville",food business,More than 3 years,Yes,Yes,2,Fake withdrawal or deposit message; Other,,20000,Yes,The police,Yes,Radio locale;Relatives / friends,Yes,
2025/07/26 12:01:44 PM UTC+1,Option 1,Male,29,Bini,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Fake withdrawal or deposit message,,5000,Yes,Other,Yes,Radio locale;Mobile agent,Yes,
2025/07/26 12:03:21 PM UTC+1,Option 1,Female,22,Dang,food business,1 to 3 years,Yes,No,,,,,,,Yes,Other,Yes,
2025/07/26 12:04:18 PM UTC+1,Option 1,Male,19,"Ngaoundéré, ville",clothing business,Less than 1 year,Yes,No,,,,,,,No,Other,Yes,
2025/07/26 12:05:07 PM UTC+1,Option 1,Male,24,Manwi,Other,More than 3 years,Yes,No,,,,,,,Yes,Mobile agent,Yes,
2025/07/26 12:06:30 PM UTC+1,Option 1,Female,23,Dang,Other,1 to 3 years,Yes,Yes,2,Call from a stranger pretending to be an agent; False transaction of a customer,,2000,Yes,Other,Yes,Relatives / friends;Other,Yes,
2025/07/26 12:07:23 PM UTC+1,Option 1,Male,23,Bini,clothing business,More than 3 years,Yes,No,,,,,,,No,Mobile agent;Relatives / friends,Yes,
2025/07/26 12:08:31 PM UTC+1,Option 1,Female,18,Manwi,food business,Less than 1 year,Yes,No,,,,,,,Yes,Relatives / friends;Other,Yes,
2025/07/26 12:10:21 PM UTC+1,Option 1,Female,26,Bini,Other,More than 3 years,Yes,Yes,1,Call from a stranger pretending to be an agent; Reimbursement request for a supposedly erroneous transfer,,6000,No,,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/26 12:11:32 PM UTC+1,Option 1,Male,26,Bini,clothing business,More than 3 years,Yes,Yes,1,Fake withdrawal or deposit message; False transaction of a customer,,10000,Yes,Mobile operator,Yes,Mobile agent;Relatives / friends,Yes,
2025/07/26 12:13:08 PM UTC+1,Option 1,Female,28,Gadamabanga,food business,More than 3 years,Yes,Yes,2,False transaction of a customer; Reimbursement request for a supposedly erroneous transfer,,4000,No,,No,Other,Yes,
